教育孩子需要整個村落的力量。,"《數據、真相與人生》
",,"February 20, 2023 3:28 PM","April 26, 2023 10:48 AM",14,imac-fly,64
電玩教育與啟發了成千上萬的人。,《創造文明的人》,,"December 28, 2022 8:13 AM","April 26, 2023 10:47 AM",15,imac-fly,119
再也沒有比教育市場更昂貴的事情了。,《師父》,,"September 22, 2022 5:12 PM","April 26, 2023 10:47 AM",17,imac-fly,215
鈍化不是年齡的必然結果，而是教育的結果。,《即興》,,"October 13, 2022 5:17 PM","October 13, 2022 5:17 PM",20,imac-fly,0
"教育是一種「用心而不要太用力」的藝術。

","《教養，無所不在》
",,"February 17, 2023 2:46 PM","February 17, 2023 2:46 PM",21,imac-fly,0
教育應該使年輕人成為活躍積極、富同情心的公民。,"《重新想像教育的未來》
",,"April 23, 2023 11:01 PM","April 26, 2023 10:47 AM",23,imac-fly,2
把考試的成績當做競爭方式，這種教育一點意義都沒有。,"《唐鳳的破框思考力》
",,"February 13, 2023 8:35 PM","April 26, 2023 10:48 AM",25,imac-fly,71
母投資子女教育的回報壓倒所得效應，迫使生育率下降。,"《人類的旅程》
",,"January 14, 2023 10:49 AM","April 26, 2023 10:47 AM",25,imac-fly,101
教育是別人告訴你該如何想，學習則是願意接受新的可能性。,《創造文明的人》,,"December 28, 2022 8:05 AM","April 26, 2023 10:47 AM",27,imac-fly,119
教育者往往是以他「自己的」目標來當作孩子應有的成長目標。,"《如果我十五歲》
",,"January 23, 2023 10:02 PM","April 26, 2023 10:47 AM",28,imac-fly,92
全世界的教師，同樣都帶著建立社群與傳遞文化的使命投身教育。,"《芬蘭教改之道》
",,"April 23, 2023 10:43 PM","April 26, 2023 10:47 AM",29,imac-fly,2
「集體催眠。以一種非常正統的形式進行，打著『教育』的名號。」,《禪與摩托車維修的藝術（45週年紀念版）》,,"July 9, 2022 4:06 PM","July 9, 2022 4:06 PM",30,imac-fly,0
"未來不屬於那些受了教育的人，而是屬於懂得善用休閒時間的人。

","《心流（繁體中文唯一全譯本，二版）》
",,"March 22, 2023 12:40 PM","March 22, 2023 12:40 PM",31,imac-fly,0
好奇心還能讓人在正式教育結束很久之後，繼續擁有許多樂趣和智慧。,《窮查理的普通常識（增修版）》,,"June 11, 2022 10:52 PM","June 11, 2022 10:52 PM",31,imac-fly,0
非智力因素培養中的性格因素、挫折教育、任務意識及規則意識的培養。,"《兒童心理發展與家庭教育智慧》
",,"March 29, 2023 3:02 PM","April 26, 2023 10:48 AM",32,imac-fly,27
但是如果你本身沒有智慧，如果你沒有創造力，那麼這種教育有何意義？,《關係的追尋》,,"April 13, 2022 1:48 PM","April 13, 2022 1:48 PM",32,imac-fly,0
正確的愛，應該以仰慕為基礎，而且我們應該去愛對我們有教育意義的先賢。,《窮查理的普通常識（增修版）》,,"October 3, 2022 3:20 PM","October 3, 2022 3:20 PM",34,imac-fly,0
為什麼現在的教育如此糟糕。部分原因在於不同領域之間老死不相往來的現狀。,《窮查理的普通常識（增修版）》,,"July 2, 2022 11:31 AM","July 2, 2022 11:31 AM",35,imac-fly,0
不管就好的方面或壞的方面來看，父母的過世都是對孩子最重要也是最後的教育。,《種族滅絕》,,"October 3, 2022 1:32 PM","October 3, 2022 1:32 PM",36,imac-fly,0
為一個受到良好教育且有獨立思考能力的孩子，是不會受到那些閒言碎語的引誘。,《克服與重生》,,"July 10, 2022 9:01 PM","April 26, 2023 10:48 AM",36,imac-fly,289
這類的成癮並沒有被視為對社會的威脅。相反的，他們是病患，應該同情、教育。,《成癮與大腦》,,"April 22, 2022 5:42 PM","April 26, 2023 10:48 AM",36,imac-fly,368
"當教育政策的決策者開始敦促排名和成長，家長和學校也會著迷於考試和成果。

","《人慈》
",,"February 1, 2023 10:22 AM","February 1, 2023 10:22 AM",37,imac-fly,0
教育能磨礪理性思維，但終究使我們更加遠離、而非趨近對社會的基本原則產生共識。,"《大幻象》
",,"January 2, 2023 4:36 PM","April 26, 2023 10:49 AM",38,imac-fly,113
我的「失敗」是一種生存策略，如果沒有它，我可能永遠走不出教育為我設定的陷阱。,《即興》,,"September 28, 2022 8:03 PM","September 28, 2022 8:03 PM",38,imac-fly,0
二○％，存入「教育帳戶」；五○％，存入「需求帳戶」；一○％，存入「付出帳戶」,《有錢人想的和你不一樣》,,"September 15, 2022 8:36 AM","April 26, 2023 10:49 AM",38,imac-fly,223
"教育領域很重視「教出會道謝的孩子」，但是在這之前必須先有「會道謝的父母」。

","《讓孩子心智堅定又自信的10句話》
",,"March 29, 2023 11:55 AM","March 29, 2023 11:55 AM",39,imac-fly,0
將金錢和時間投資在學習與教育。或者重新將未來的時間分配至現在，維繫並建立友誼。,《長壽新人生》,,"July 9, 2022 3:19 PM","July 9, 2022 3:19 PM",39,imac-fly,0
社會、企業、學術、教育、醫療用正向思考洗腦，合理化企業壓榨，防止群眾覺醒、抗爭。,"《失控的正向思考》
",,"March 30, 2023 12:52 PM","April 26, 2023 10:49 AM",40,imac-fly,26
"因此學校的教育並非只教專業學科，盡可能以廣泛的領域當作對象，應該教育出通才。

","《5000天後的世界》
",,"January 15, 2023 11:29 PM","January 15, 2023 11:29 PM",40,imac-fly,0
"聖經被譯成方言，也就是日常生活用語，代表人人都能讀聖經，無論是否受過古典教育。

","《【牛津通識課06】閱讀》
",,"March 28, 2023 7:08 PM","March 28, 2023 7:08 PM",41,imac-fly,0
所以優秀的教育者是一個懂得尊重自然的人，不能固執己見，自己原先的設想必須隨時修定。,《阿姨我不想努力了！？》,,"October 5, 2022 1:10 PM","April 26, 2023 10:49 AM",41,imac-fly,202
"教育程度會影響主觀的幸福感，受過高等教育的丹麥人比沒受過高等教育的丹麥人更快樂。

","《HYGGE！丹麥一年：我的快樂調查報告》
",,"February 19, 2023 11:34 AM","February 19, 2023 11:34 AM",42,imac-fly,0
"任何解放的教育最終產品就是能夠自學、自我教育的人；簡言之，就是自由和理性的個體。

","《社會學的想像》
",,"February 14, 2023 1:04 PM","February 14, 2023 1:04 PM",42,imac-fly,0
"運動、音樂和教育等領域都深知學習來自於實驗與回饋，但職場卻執迷於立即且可靠的結果。

","《逆向工程，你我都能變優秀的祕訣：全球頂尖創新者、運動員、藝術家共同實證》
",,"February 18, 2023 10:28 PM","February 18, 2023 10:28 PM",43,imac-fly,0
這不是有點奇怪嗎？受了十六年的教育，我竟然不記得有哪堂課教過：「在人生低谷時，該怎麼辦？」,"《我可能錯了》
",,"February 17, 2023 8:14 AM","April 26, 2023 10:49 AM",45,imac-fly,68
"教育總是被呈現為一種適應手段──有如一種潤滑劑，能夠幫助你在人生中比較輕鬆地滑行而過。

","《改變每個人的3個狂熱夢想》
",,"January 23, 2023 6:00 PM","January 23, 2023 6:00 PM",45,imac-fly,0
既然只是人類特質之一，還有那麼多美妙的優點，那我們就不需要特別注意這群人，在教育、醫療、心理。,《我與世界格格不入》,,"November 24, 2022 2:42 PM","April 26, 2023 10:49 AM",47,imac-fly,152
理論導向電腦科學教育。學習過程中，我發現了很棒的技術，這些技術可以用來解決我想解決的龐大問題。,《人生給的答案Ⅱ》,,"November 20, 2022 11:32 AM","November 20, 2022 11:32 AM",47,imac-fly,0
所以我們所說的教育，其實說白了就是這兩種成分以不同方式的組合，一部分是價值觀，另一部分是知識。,《阿姨我不想努力了！？》,,"October 5, 2022 1:20 PM","April 26, 2023 10:50 AM",47,imac-fly,202
你的任務是讓對方了解自己提供的價值、產品能夠解決什麼問題，以及抱著興奮之情和堅定的信念教育他們。,《怕什麼？如果你的夢想值得冒險》,,"October 10, 2022 9:41 PM","October 10, 2022 9:41 PM",48,imac-fly,0
"校教育太過為了學生的「未來」做準備，卻忘了教育本身的過程就是目的，應該和孩子眼前的生活相結合。

","《如果我十五歲》
",,"January 23, 2023 10:02 PM","January 23, 2023 10:02 PM",49,imac-fly,0
"未來的教育不只得幫助我們為就業市場做好準備，而且也必須在更根本的層面上幫助我們為人生做好準備。

","《改變每個人的3個狂熱夢想》
",,"January 23, 2023 6:08 PM","January 23, 2023 6:08 PM",49,imac-fly,0
"德國哲學家亞斯培曾說：「沒有權威，便沒有自由。」我深深以為，孩子的常規養成，是教育最重要的核心。

","《教養，無所不在》
",,"February 17, 2023 2:47 PM","February 17, 2023 2:47 PM",50,imac-fly,0
在學生家庭中，學校教育的影響力日漸無足輕重。結果，只有那些在重視教養家庭中成長的孩子，才會養成讀書。,"《教養》
",,"February 17, 2023 1:39 PM","April 26, 2023 10:50 AM",50,imac-fly,67
"教育哲學家杜威曾說：「一個進步的社會把個別差異視為珍寶，因為它在個別差異中找到它自己生長的手段。」

","《不適任——兒童不應因走入校園而失去人權》
",,"March 29, 2023 3:33 PM","March 29, 2023 3:33 PM",51,imac-fly,0
透過遷移的視角，有意識地關注正向的經驗，探索遷移是否有潛力成為二十一世紀教育、賦權、啟蒙和解放的方式。,《新游牧者之歌》,,"September 17, 2022 1:01 PM","September 17, 2022 1:01 PM",51,imac-fly,0
神通廣大的藥廠鉅子說服立法者，提出虛假主張，否認副作用，並資助缺少完善疼痛管理經驗的醫師免費的教育課程。,"《疼痛大解密》
",,"April 20, 2023 1:16 PM","April 26, 2023 10:50 AM",52,imac-fly,5
歷史上促成經濟發展與人類進步的，並不是將財產、穩定與不平等制度奉為神聖的思維，而是爭取平等和教育機會的努力。,《資本與意識形態（上下冊不分售）》,,"December 14, 2022 1:51 PM","December 14, 2022 1:51 PM",54,imac-fly,0
凱特告訴我，亞歷斯有接受「馬路自學教育」（Roadschooled），也就是游牧族的「在家自學教育」的意思。,《游牧人生【電影書衣版】》,,"June 11, 2022 11:11 AM","June 11, 2022 11:11 AM",54,imac-fly,0
「道德」、「宗教」以及「教育」，都在強迫我們當個無害無欲的謙虛者。許多冠冕堂皇的話，都好像是在讚美弱者一樣。,《史上最強哲學入門（西方）》,,"April 11, 2022 7:24 PM","April 11, 2022 7:24 PM",54,imac-fly,0
如果沒有一種實踐教育，人們就會把這種創作和形式看得比實際情況更容易，因而便不能充分敏銳地察覺其成功之處與魅力。,《人活著究竟為什麼：聆聽尼采的生存智慧》,,"December 11, 2022 3:34 PM","April 26, 2023 10:50 AM",55,imac-fly,135
"對於十八世紀歐洲啟蒙運動的哲學家來說，閱讀是教育我們走出愚昧、迷信和野蠻的活動，也是現代民主制度的先決條件。

","《【牛津通識課06】閱讀》
",,"March 28, 2023 7:03 PM","March 28, 2023 7:03 PM",56,imac-fly,0
孩子的預設立場是學習。假如學生沒有在學習，就不算是接受教育。因此，學校存在的主要目的，是創造讓學習發生的最佳條件。,"《重新想像教育的未來》
",,"April 23, 2023 11:06 PM","April 26, 2023 10:50 AM",57,imac-fly,2
"政府能力有限，沒有辦法讓每件事情都做到完全公平，但是至少有兩樣制度必須講求機會平等：一個是教育，一個則是醫療。

","《柯P管理學》
",,"February 20, 2023 4:20 PM","February 20, 2023 4:20 PM",57,imac-fly,0
十八世紀後的思想家進一步奠定了浪漫主義的童年觀與教育的啟蒙意義：洛克視兒童為白紙一張，後天教養能激發無限學習潛能。,"《拚教養》
",,"February 17, 2023 1:58 PM","April 26, 2023 10:50 AM",57,imac-fly,67
不斷將個人煩惱轉譯成公共議題，將公共議題轉譯成各種個體都能理解的人性意義，就是社會科學家做為解放教育者的政治任務。,"《社會學的想像》
",,"February 14, 2023 1:06 PM","April 26, 2023 10:50 AM",57,imac-fly,70
"教育哲學家杜威（John Dewey, 1859-1952）說：「我們不是從經驗中學習，而是從反思經驗中學習。」

","《學美之旅》
",,"February 20, 2023 10:19 PM","February 20, 2023 10:19 PM",58,imac-fly,0
"歷史上促成經濟發展與人類進步的，並不是將財產、穩定與不平等制度奉為神聖的思維，而是爭取平等和教育機會的努力。

","《資本與意識形態（上下冊不分售）》
",,"January 2, 2023 2:14 PM","January 2, 2023 2:14 PM",58,imac-fly,0
"鼓勵孩子幫助身邊困頓的人，是一個很好的機會教育，但是如果因為幫到一棵樹感到溫馨滿足，而看不見整座樹林，是很危險的。

","《思辨是我們的義務【新公民素養暢銷口碑版】》
",,"April 24, 2023 11:58 AM","April 24, 2023 11:58 AM",59,imac-fly,0
"尤其重要的是：這種考試驅動的教育，有非常高的風險，將「異化」疫苗注射進數以百萬計的年輕人裡，終身一併排斥學校學習。

","《人類學家的無政府主義觀察》
",,"February 8, 2023 4:21 PM","February 8, 2023 4:21 PM",59,imac-fly,0
真相部的職責是新聞發佈、娛樂活動、教育，以及藝術；和平部則掌管戰爭事宜；仁愛部要維護法律與秩序；豐隆部就負責經濟事務。,《一九八四》,,"October 15, 2022 6:34 PM","October 15, 2022 6:34 PM",59,imac-fly,0
我的「失敗」是一種生存策略，如果沒有它，我可能永遠走不出教育為我設定的陷阱。我的知覺受到阻礙的程度，可能比現在多得多。,《即興》,,"October 13, 2022 5:27 PM","October 13, 2022 5:27 PM",59,imac-fly,0
教師必須將學生當成獨立的行動者，以教導出學生的主動性。此時，教育反倒是由學生出發，由學生主動尋求協助後，教師才因材施教,《成為他自己》,,"July 8, 2022 7:53 AM","July 8, 2022 7:53 AM",59,imac-fly,0
我看出，榮譽也好，幸福也罷，都與學問無關，因為最幸福的人是沒受過教育的人，而榮譽來自成功，要達到成功，就只靠靈活的手腕。,"《當代英雄》
",,"February 14, 2023 8:32 AM","April 26, 2023 10:50 AM",60,imac-fly,71
"作為第三條路的「common」，目標是將水、電力、住房、醫療、教育等等領域定為「公共財」，由人民以民主的方式，自己管理。

","《人類世的「資本論」》
",,"April 19, 2023 10:23 PM","April 19, 2023 10:23 PM",62,imac-fly,0
"想找出證明社會承諾確實有效的證據，只要看看婚姻、宗教和教育這幾個最普遍、歷史最悠久、協助我們實現期望的社會制度就知道了。

","《天生不愛動》
",,"March 19, 2023 9:13 PM","March 19, 2023 9:13 PM",62,imac-fly,0
夢的內容必定多少決定於夢者的人格，決定於他的年齡、性別、階級、教育水準和生活習慣，以及決定於他在整個過去生活中的事件和體驗。,《夢的解析》,,"July 10, 2022 11:04 AM","April 26, 2023 10:51 AM",62,imac-fly,289
"教育原本的功能就是要讓我們體認到「確認偏誤」的存在，讓我們知道自身的學識有不足之處，進而能成為一個更有品質、更理性的公民。

","《專業之死》
",,"April 25, 2023 9:28 AM","April 25, 2023 9:28 AM",63,imac-fly,0
成熟的過程中，我們有機會發現自己可以把依賴期得到的舊有慣性模式放下到什麼程度。教育的目標應該是幫助個體達到生命不斷演進的狀態。,《成為有能的自己》,,"December 22, 2022 8:37 PM","April 26, 2023 10:51 AM",63,imac-fly,124
"國際教育的保安策略凸顯了教養實作的文化矛盾──要求父母投入大量金錢成本，又需要密集情緒勞動──結果往往強化了教養的性別分工。

","《拚教養》
",,"March 7, 2023 4:02 PM","March 7, 2023 4:02 PM",64,imac-fly,0